id,label,year,country,tag,source_file
Q1110685,Colonia,1838,Germany,empire,Treaties.csv
Q2672972,Uruguayan Civil War,1839,,revolution,Coups.csv
Q16573170,Peruvian Civil War of 1843-1844,1843,Peru,revolution,Coups.csv
Q1149510,Mauthe,1844,Germany,empire,Treaties.csv
Q1356165,discovery of Neptune,1846,United Kingdom,technology,Inventions.csv
Q3029948,Patuleia,1846,Kingdom of Portugal,revolution,Coups.csv
Q3025312,Second Carlist War,1846,,revolution,Coups.csv
Q688297,Sonderbund War,1847,Switzerland,revolution,Coups.csv
Q5887710,1848–1856 Argentine Civil War,1848,Argentine Confederation,revolution,Coups.csv
Q1061081,Pol Roger,1849,France,empire,Treaties.csv
Q55633506,Soninke-Marabout War,1850,Kombo,revolution,Coups.csv
Q192408,Taiping Rebellion,1851,Qing dynasty,revolution,Coups.csv
